run_id,profile_id,family,delta_CF_total,delta_profit_total,profit_leverage_flag,h_R_EUR,h_R_USD,h_C_EUR,h_C_USD,delta_CF_EUR,delta_CF_USD,delta_op_eff_EUR,delta_op_eff_USD,fx_debt_service_share_EUR,fx_debt_service_share_USD,delta_net_EUR,delta_net_USD,delta_net_total,currency_mismatch_gap,currency_mismatch_flag,family_sign_check
20260510_232418,11,importer,-0.5634481665804943,-7.979757576308164,False,0.028403418087733733,0.027009078771474012,0.3810444565847994,0.2848336500223248,-0.32573560955448666,-0.23771255702600774,-0.055823253239485955,-0.04073821798979238,0.01015033083420102,0.008379771098384219,-0.06597358407368697,-0.0491179890881766,-0.11509157316186358,0.0,False,True
20260510_232418,12,importer,-0.4359219638988766,-3.572828389394992,False,0.043234350728234096,0.0489979344267493,0.2737080962983628,0.3278414047202359,-0.19707853094757316,-0.23884343295130342,-0.04926963273689329,-0.059710858237825855,0.014706187559181348,0.02732404590967904,-0.06397582029607464,-0.0870349041475049,-0.15101072444357955,0.0,False,True
20260510_232418,13,importer,-0.4824176261756268,-2.4228761666906995,False,0.022939296863157675,0.08316460749029704,0.4846419943862529,0.25019194312459525,-0.36520587953005085,-0.11721174664557603,-0.0834336266414771,-0.026777775648646706,0.031797845306467405,0.019578530722636593,-0.1152314719479445,-0.046356306371283296,-0.1615877783192278,0.0,False,True
20260510_232418,14,importer,-0.4303369249375796,-5.483372986286125,False,0.04634569575442538,0.01422891156384184,0.28901505321178456,0.24370448449712376,-0.2199873605239227,-0.21034956441365685,-0.032717290691956016,-0.031283923901162226,0.0,0.0,-0.032717290691956016,-0.031283923901162226,-0.06400121459311825,0.0,False,True
20260510_232418,15,importer,-0.7219858752783913,-4.677450702031084,False,0.018487728584861616,0.013112001388961212,0.6021208134335269,0.289015796981306,-0.4906929877309398,-0.23129288754745153,-0.09315282790720153,-0.04390848674952228,0.013057812766949771,0.014215613575805783,-0.1062106406741513,-0.05812410032532807,-0.16433474099947937,0.0,False,True
20260510_232418,16,importer,-0.24804920537499606,-6.429897305911188,False,0.05944307514466346,0.09055692485533653,0.1277680207855806,0.28625307317154547,-0.063395977957551,-0.18465322741744503,-0.007589750010616703,-0.022106636412965605,0.0,0.0,-0.007589750010616703,-0.022106636412965605,-0.029696386423582306,0.0,False,True
20260510_232418,17,importer,-0.5899566455084201,-3.7037589251341654,False,0.11328909519847787,0.029775613622997646,0.4265818507384095,0.4453214172300366,-0.24534427325924718,-0.34461237224917296,-0.05881260364264828,-0.08260861600803424,0.0,0.0,-0.05881260364264828,-0.08260861600803424,-0.14142121965068252,0.0,False,True
20260510_232418,18,importer,-0.31280372322823485,-2.9027257343042425,False,0.009015715965174744,0.03071359744191854,0.24575113862603956,0.149359877558052,-0.2102527721502306,-0.10255095107800427,-0.03562717120043819,-0.01737718011258009,0.034451185147807775,0.015044664916052634,-0.07007835634824597,-0.032421845028632726,-0.1025002013768787,0.0,False,True
20260510_232418,19,importer,-0.5913034068294286,-4.932208256657279,False,0.028931544193851414,0.03983669770896191,0.26115134820438424,0.4888330325847169,-0.2009113770634505,-0.39039202976597803,-0.0403807635478887,-0.07846408936802866,0.0,0.0,-0.0403807635478887,-0.07846408936802866,-0.11884485291591737,0.0,False,True
20260510_232418,20,importer,-0.4162815992316795,-6.6601061790129386,False,0.05840584016465669,0.03924142783447081,0.40061834594280676,0.14757463745726984,-0.31717235758109263,-0.09910924165058689,-0.03841250367461091,-0.012003045089191644,0.010202628406210161,0.02964434028931119,-0.04861513208082107,-0.041647385378502835,-0.0902625174593239,0.0,False,True
20260510_232418,21,importer,-0.5363651755990232,-7.084747010903193,False,0.06716385448063371,0.0261967241140956,0.26276774149063525,0.4185376201881886,-0.17571052093927492,-0.36065465465974833,-0.019109742898716957,-0.03922370549544501,0.0,0.0,-0.019109742898716957,-0.03922370549544501,-0.05833344839416196,0.0,False,True
20260510_232418,22,importer,-0.4439179944372409,-2.315776373721925,False,0.016344105575815997,0.03824458444619063,0.47396852527739197,0.1427608249709598,-0.36676799696790946,-0.0771499974693314,-0.06891990394951751,-0.014497367434588541,0.01834806458543699,0.039835986917059016,-0.0872679685349545,-0.05433335435164756,-0.14160132288660204,0.0,False,True
20260510_232418,23,importer,-0.7722413349869163,-25.049250492186232,True,0.0031033624995583094,0.003125323758638522,0.37209827537540063,0.4311345461208029,-0.35752352497895246,-0.41471781000796387,-0.051645557224767234,-0.05990747710981354,0.0,0.0,-0.051645557224767234,-0.05990747710981354,-0.11155303433458078,0.0,False,True
20260510_232418,24,importer,-0.26691062407278804,-1.7647069411327605,False,0.06591744987300435,0.06069992630177339,0.2764429681785104,0.18721259410123553,-0.1687137231358801,-0.09819690093690797,-0.037057660087204736,-0.02156876932652411,0.0,0.0,-0.037057660087204736,-0.02156876932652411,-0.05862642941372885,0.0,False,True
20260510_232418,25,importer,-0.5388965582900405,-12.285230485200099,True,0.0798886274915792,0.04802362042882965,0.2864095464865971,0.4109910148144405,-0.19395744946557142,-0.344939108824469,-0.03677964379128444,-0.06540990092004194,0.0,0.0,-0.03677964379128444,-0.06540990092004194,-0.10218954471132638,0.0,False,True
20260510_232418,26,importer,-0.4167613948759901,-3.010598581654703,False,0.006197337997507286,0.011181991309497524,0.3997491796629525,0.1041465371252947,-0.3382140006354075,-0.07854739424058259,-0.03736548713097727,-0.008677824227129366,0.0,0.0,-0.03736548713097727,-0.008677824227129366,-0.04604331135810663,0.0,False,True
20260510_232418,27,importer,-0.7337937673861439,-8.75467518121082,False,0.011832655064251194,0.03454445346123361,0.36336362347021167,0.48818151877247323,-0.321074788515982,-0.41271897887016185,-0.0734186704314134,-0.09437451887926601,0.0,0.0,-0.0734186704314134,-0.09437451887926601,-0.1677931893106794,0.0,False,True
20260510_232418,28,importer,-0.23034826428108449,-1.257650526223623,False,0.05992606236921215,0.022609920269385336,0.2143170678262172,0.16872408020118793,-0.11513720358581454,-0.11521106069526994,-0.01818686821130221,-0.018198534549152184,0.0,0.0,-0.01818686821130221,-0.018198534549152184,-0.03638540276045439,0.0,False,True
20260510_232418,29,importer,-0.5672801121830032,-4.456300730324523,False,0.0633911489513518,0.052427368185967056,0.41149297324292655,0.37124726385526075,-0.295719412477378,-0.27156069970562524,-0.05062026733541839,-0.046484859082234264,0.0,0.0,-0.05062026733541839,-0.046484859082234264,-0.09710512641765265,0.0,False,True
20260510_232418,30,importer,-0.35764265671765455,-6.53984629900635,False,0.030207109242311538,0.03942119667715687,0.2977518775473262,0.15423686066913356,-0.25126169869451404,-0.10638095802314057,-0.06066314481265459,-0.02568399201070755,0.019251357670857654,0.009902686838076366,-0.07991450248351224,-0.035586678848783915,-0.11550118133229616,0.0,False,True
20260510_232418,31,importer,-0.4985032736232041,-2.880509459934624,False,0.006984397179026242,0.014315926920112135,0.20313144425166307,0.4254559998749428,-0.16099295667865435,-0.3375103169445497,-0.02167278353101707,-0.04543545375854345,0.0,0.0,-0.02167278353101707,-0.04543545375854345,-0.06710823728956053,0.0,False,True
20260510_232418,32,importer,-0.3757923826513073,-3.986498311893616,False,0.09344855046528118,0.04959476968949002,0.4044435486382094,0.16839115291850293,-0.2728696076924522,-0.10292277495885506,-0.058532897765078924,-0.02207782799744732,0.009921528096139717,0.03960404151415796,-0.06845442586121864,-0.06168186951160528,-0.13013629537282392,0.0,False,True
20260510_232418,33,importer,-0.577479305241562,-8.28941352396466,False,0.10746703858829654,0.03717422267452264,0.2804480770245519,0.49574578305554123,-0.15344371408776375,-0.4240355911537982,-0.033629457543790105,-0.09293366622764611,0.0,0.0,-0.033629457543790105,-0.09293366622764611,-0.12656312377143622,0.0,False,True
20260510_232418,34,importer,-0.34238346185543256,-2.783184627337664,False,0.006057422641353742,0.01936128433638619,0.3054999982873625,0.11389563158799937,-0.26186039515282594,-0.08052306670260666,-0.03766078096308994,-0.011580833274895572,0.0,0.0,-0.03766078096308994,-0.011580833274895572,-0.04924161423798551,0.0,False,True
20260510_232418,35,importer,-0.513883409620059,-4.512401767849019,False,0.024524798303349693,0.043250504076973714,0.3292122406458799,0.3272003515118416,-0.26719594282288356,-0.2466874667971753,-0.04823669771077347,-0.04453431679843871,0.0,0.0,-0.04823669771077347,-0.04453431679843871,-0.09277101450921219,0.0,False,True
20260510_232418,36,importer,-0.36293862248733,-2.211391470444327,False,0.07270960403610185,0.044659936785659035,0.35538923403859385,0.21922611343994483,-0.22435233663417756,-0.1385862858531524,-0.02472919896872666,-0.015275650294597154,0.007524455421567796,0.011991745903193117,-0.032253654390294456,-0.02726739619779027,-0.059521050588084726,0.0,False,True
20260510_232418,37,importer,-0.526183971115025,-3.371118536970093,False,0.05700123498973476,0.028616435374943145,0.33695098220265385,0.3880062380071086,-0.227356459868638,-0.298827511246387,-0.028447374185600713,-0.03738999997752165,0.0,0.0,-0.028447374185600713,-0.03738999997752165,-0.06583737416312235,0.0,False,True
20260510_232418,38,importer,-0.44368934900316126,-12.007975417494972,True,0.0137456186256325,0.029815447037019757,0.2944523097683491,0.21149254206411522,-0.2698268093065785,-0.17386253969658277,-0.05284771902178298,-0.03405235628702438,0.020910898413781933,0.02572961693974871,-0.07375861743556492,-0.05978197322677309,-0.133540590662338,0.0,False,True
20260510_232418,39,importer,-0.6656003187083683,-3.416401034269908,False,0.006325930981701749,0.008229347950973971,0.3261419960998862,0.5185881488720955,-0.25627545194931556,-0.4093248667590527,-0.04153295628177035,-0.06633671569724693,0.012870074305683373,0.04712992569431662,-0.05440303058745373,-0.11346664139156355,-0.16786967197901728,0.0,False,True
20260510_232418,40,importer,-0.19059674556882913,-2.300016461098023,False,0.07165149392869467,0.05940538757543866,0.2642494611522772,0.08646719878663935,-0.17070025989591558,-0.01989648567291355,-0.04117048346372455,-0.004798750364424722,0.02477577209738167,0.0160299561779472,-0.06594625556110623,-0.02082870654237192,-0.08677496210347815,0.0,False,True
20260510_232418,41,importer,-0.4265830689152583,-2.2691274431375974,False,0.07145767435111486,0.046107197649251586,0.2941856159787275,0.3759426279500477,-0.16742271702488795,-0.2591603518903704,-0.03523830863607792,-0.05454679405776144,0.0,0.0,-0.03523830863607792,-0.05454679405776144,-0.08978510269383935,0.0,False,True
20260510_232418,42,importer,-0.5345115112691343,-5.943104549199416,False,0.003696417705373623,0.005300819552285813,0.3320694468703697,0.2651522877372225,-0.2985073351622048,-0.23600417610692956,-0.04171144790250809,-0.03297766834141412,0.013971568691923246,0.014206783786968363,-0.05568301659443133,-0.04718445212838249,-0.10286746872281383,0.0,False,True
20260510_232418,43,importer,-0.6521267316966919,-4.606601616350858,False,0.013160261253566513,0.04415234222195946,0.35023652572074765,0.476195423762483,-0.28749554968854946,-0.36463118200814226,-0.07153921012171864,-0.09073332361099178,0.00606791258015804,0.019014677336726855,-0.07760712270187668,-0.10974800094771864,-0.18735512364959533,0.0,False,True
20260510_232418,44,importer,-0.3637747492983688,-7.129205810254779,False,0.07128050449366279,0.019053885749852582,0.3784931992769044,0.10003322231287251,-0.2878997064444784,-0.0758750428538904,-0.04886402771097052,-0.012877957544213689,0.03334916937633627,0.01900380141378171,-0.08221319708730679,-0.0318817589579954,-0.11409495604530219,0.0,False,True
20260510_232418,45,importer,-0.7085519968633518,-6.985824494806082,False,0.05139539965882078,0.0446087241872482,0.28971679009587376,0.6056542261122086,-0.20893625339275762,-0.49961574347059406,-0.03216068820245638,-0.07690377273393366,0.0,0.0,-0.03216068820245638,-0.07690377273393366,-0.10906446093639004,0.0,False,True
20260510_232418,46,importer,-0.2668478307700922,-1.5145187231976538,False,0.03415922329575247,0.03651753046176904,0.283104497762058,0.1266087574794553,-0.1990642000682557,-0.0677836307018366,-0.04653684382414725,-0.015846326133596298,0.0,0.0,-0.04653684382414725,-0.015846326133596298,-0.06238316995774355,0.0,False,True
20260510_232418,47,importer,-0.6524316928707584,-10.72954218099595,True,0.01280899701098826,0.02889405398611996,0.38968041365426703,0.34939533850717625,-0.35317610442302977,-0.2992555884477287,-0.04163299195246449,-0.03527675103027695,0.0,0.0,-0.04163299195246449,-0.03527675103027695,-0.07690974298274145,0.0,False,True
20260510_232418,48,importer,-0.31718339207907775,-2.400454193674795,False,0.10062050913172256,0.04079075026614177,0.340578787615161,0.18783809102176544,-0.19495598874568582,-0.12222740333339194,-0.0366859403965583,-0.02300020257066422,0.0,0.0,-0.0366859403965583,-0.02300020257066422,-0.05968614296722252,0.0,False,True
20260510_232418,49,importer,-0.5377672232200876,-6.099482194619356,False,0.07129482488147915,0.07870517511852083,0.5399268465458781,0.2143412081182569,-0.4210288068759221,-0.11673841634416567,-0.06816588635501221,-0.018900316300983197,0.01699355093016765,0.004392318107192299,-0.08515943728517986,-0.023292634408175496,-0.10845207169335536,0.0,False,True
20260510_232418,50,importer,-0.4180782165011612,-2.3367762115487847,False,0.014394605439312114,0.01406063288434659,0.18104383798718077,0.3627878424485065,-0.13425824682996843,-0.2838199696711928,-0.03115451917470116,-0.06586019776112963,0.0,0.0,-0.03115451917470116,-0.06586019776112963,-0.09701471693583079,0.0,False,True
20260510_232418,51,importer,-0.7816613311790633,-18.48943266983304,True,0.04058245303864444,0.016910610722276922,0.558359521055295,0.31783705885924507,-0.4941717982229113,-0.28748953295615215,-0.061915306812804036,-0.036019867387132164,0.019236944223920905,0.038027616300453336,-0.08115225103672494,-0.0740474836875855,-0.15519973472431042,0.0,False,True
20260510_232418,52,importer,-0.2270861525900923,-1.620614180386572,False,0.02998809153026027,0.07893199985476153,0.1970423394956399,0.1937187164879631,-0.1394439830948462,-0.08764216949524607,-0.028585391338574833,-0.01796625180363131,0.01808508165131103,0.015211347684759985,-0.04667047298988586,-0.033177599488391295,-0.07984807247827716,0.0,False,True
20260510_232418,53,importer,-0.5766080763263987,-3.4034120167335122,False,0.037423742736515504,0.05666168789117327,0.49437712728174255,0.31312363656109343,-0.37319571931394246,-0.2034123570124563,-0.06730645368069839,-0.03668574872860039,0.0,0.0,-0.06730645368069839,-0.03668574872860039,-0.10399220240929878,0.0,False,True
20260510_232418,54,importer,-0.3604537124602248,-3.679237783934003,False,0.0314221413091302,0.022439473799195878,0.2202277124018251,0.23908647460892504,-0.1672299347289636,-0.1932237777312612,-0.016906301530086352,-0.019534178820326396,0.0,0.0,-0.016906301530086352,-0.019534178820326396,-0.03644048035041275,0.0,False,True
20260510_232418,55,importer,-0.5920893601764949,-4.61325483409849,False,0.004281245580027903,0.0012191911804572695,0.5157828456254129,0.16979799838760753,-0.4453033200806405,-0.14678604009585444,-0.09767040546616594,-0.03219525075703176,0.0,0.0,-0.09767040546616594,-0.03219525075703176,-0.1298656562231977,0.0,False,True
20260510_232418,56,importer,-0.45816262222607024,-8.531507946440163,False,0.024615124443796974,0.09672828952384223,0.22636840281511528,0.3860246206776531,-0.18959674734843207,-0.2685658748776382,-0.02814515176989237,-0.039867916588008714,0.0,0.0,-0.02814515176989237,-0.039867916588008714,-0.06801306835790108,0.0,False,True
20260510_232418,57,importer,-0.6308485256541932,-5.4300246484824655,False,0.04563082360941552,0.08755539098848021,0.4968329894789613,0.3676336118052595,-0.3934811831486365,-0.2373673425055567,-0.04822036923180552,-0.029088915529835422,0.0,0.0,-0.04822036923180552,-0.029088915529835422,-0.07730928476164094,0.0,False,True
20260510_232418,58,importer,-0.32760139794698806,-4.952445715069499,False,0.012244344589763508,0.005863238685301317,0.1635426757004581,0.20665464237476658,-0.14048007841982002,-0.18712131952716804,-0.027718880361139807,-0.036921914675272505,0.0,0.0,-0.027718880361139807,-0.036921914675272505,-0.06464079503641232,0.0,False,True
20260510_232418,59,importer,-0.5493614397188372,-3.4276173272994614,False,0.026917326532613375,0.02018685243620362,0.552826031523637,0.15748464605503576,-0.43730450108149455,-0.11205693863734274,-0.06724123667591163,-0.017230207129030905,0.020438207220603178,0.009635669354032327,-0.0876794438965148,-0.026865876483063232,-0.11454532037957804,0.0,False,True
20260510_232418,60,importer,-0.35683215817875635,-3.3439528284524083,False,0.03660209927075819,0.045209026864531474,0.19417692816761697,0.2968653205973897,-0.13685426975588577,-0.21997788842287053,-0.030743452967946363,-0.049416652317680554,0.0,0.0,-0.030743452967946363,-0.049416652317680554,-0.08016010528562692,0.0,False,True
20260510_232418,61,importer,-0.5144467042243636,-14.669429376547274,True,0.028210513278825722,0.07633518494294719,0.44249166739743867,0.19899730807530963,-0.3987632785355795,-0.11568342568878409,-0.09929522978281576,-0.028806093625309084,0.044975721359252936,0.01502427864074706,-0.1442709511420687,-0.04383037226605614,-0.18810132340812485,0.0,False,True
20260510_232418,62,importer,-0.39683471788503366,-2.7012810658588804,False,0.06059364231591202,0.020309846215796696,0.1720226229671673,0.3879839801657661,-0.08615780472002563,-0.31067691316500806,-0.015409404512425567,-0.055564858496430565,0.0,0.0,-0.015409404512425567,-0.055564858496430565,-0.07097426300885613,0.0,False,True
20260510_232418,63,importer,-0.70416943694125,-9.513254952688941,False,0.021130291122635505,0.011444103589589102,0.536820153028407,0.2588165669025101,-0.4759545298058068,-0.22821490713544312,-0.10009308403529696,-0.047993521329307266,0.005427551020942137,0.012178471065052343,-0.1055206350562391,-0.06017199239435961,-0.1656926274505987,0.0,False,True
20260510_232418,64,importer,-0.22250340813053507,-1.1512166095002216,False,0.04877729570243101,0.08299431083042581,0.23801638263948932,0.2011367171656273,-0.14323605337139492,-0.07926735475914017,-0.018706977339990313,-0.010352509541961052,0.02300946647039602,0.02182396314182332,-0.04171644381038633,-0.032176472683784374,-0.07389291649417071,0.0,False,True
20260510_232418,65,importer,-0.6365908706733303,-7.953259408438505,False,0.029852144851062988,0.10963097967329194,0.3874526382565483,0.456144112380968,-0.32658820024795077,-0.3100026704253796,-0.06403519420517739,-0.06078321626360517,0.0,0.0,-0.06403519420517739,-0.06078321626360517,-0.12481841046878256,0.0,False,True
20260510_232418,66,importer,-0.2598142871426752,-1.3123729062893632,False,0.020890260617335964,0.006334749014029572,0.21200412028748458,0.14588815219421022,-0.1491427864181549,-0.11067150072452032,-0.017438316970168913,-0.012940114339740788,0.0,0.0,-0.017438316970168913,-0.012940114339740788,-0.0303784313099097,0.0,False,True
20260510_232418,67,importer,-0.6207895310428275,-15.615420572718275,True,0.04336657785459102,0.029860974423376315,0.275787734753092,0.44696220224666117,-0.22145724223943308,-0.3993322888033944,-0.04999090301624642,-0.09014372941230255,0.0,0.0,-0.04999090301624642,-0.09014372941230255,-0.14013463242854896,0.0,False,True
20260510_232418,68,importer,-0.32388606504130996,-2.1180478890606804,False,0.042745146936789026,0.06711449320888534,0.39161338920082417,0.12043305107083649,-0.28898379852655354,-0.03490226651475639,-0.04480058998455365,-0.00541082974073905,0.0,0.0,-0.04480058998455365,-0.00541082974073905,-0.0502114197252927,0.0,False,True
20260510_232418,69,importer,-0.4589647030017485,-2.759905486542534,False,0.02467320175300035,0.06142540838552026,0.2302401506548719,0.42354600464720554,-0.16727864414663463,-0.2916860588551139,-0.0297122600838122,-0.051809674138249266,0.021454415204642953,0.024420057175041497,-0.05116667528845516,-0.07622973131329076,-0.12739640660174592,0.0,False,True
20260510_232418,70,importer,-0.4757003226684735,-4.2699553084819595,False,0.028107029436756033,0.012347825426008442,0.4267326794907275,0.15413485538514218,-0.351084901108969,-0.1246154215595044,-0.08702694559745212,-0.030889677905278343,0.0,0.0,-0.08702694559745212,-0.030889677905278343,-0.11791662350273047,0.0,False,True
20260510_232418,71,importer,-0.6672323957873147,-5.5205063303312345,False,0.007094722070547133,0.006687792747465581,0.3821664156616379,0.39247502756857383,-0.32888139910481207,-0.33835099668250274,-0.043310107374335646,-0.04455715049990574,0.025431984759514973,0.01508561296796258,-0.06874209213385062,-0.059642763467868315,-0.12838485560171892,0.0,False,True
20260510_232418,72,importer,-0.2620552904814363,-3.631512983862001,False,0.062457589593098384,0.07141596718846178,0.26699627701219963,0.1597254332338567,-0.18527184540564232,-0.07678344507579397,-0.039199745518811856,-0.016245811663605995,0.01620943193882704,0.04379056806117296,-0.055409177457638896,-0.06003637972477895,-0.11544555718241785,0.0,False,True
20260510_232418,73,importer,-0.5259853978204789,-3.916969267697235,False,0.044395215933197174,0.07276939630230422,0.23702394055023573,0.5058869433048389,-0.160800256446139,-0.36518514137433983,-0.03750984081783762,-0.0851866584340881,0.012500951450212443,0.015975136455254113,-0.05001079226805007,-0.10116179488934221,-0.1511725871573923,0.0,False,True
20260510_232418,74,importer,-0.4813174831103337,-8.25369293990651,False,0.0077035719066809874,0.0043375050123829395,0.36796457398878146,0.15594604849620056,-0.33880299729375507,-0.1425144858165786,-0.05522604841650758,-0.02323034907195942,0.0,0.0,-0.05522604841650758,-0.02323034907195942,-0.078456397488467,0.0,False,True
20260510_232418,75,importer,-0.6820588857579029,-3.919352840187072,False,0.04408545647977431,0.013916942283077636,0.4674956015916203,0.4284876913158562,-0.3420549974331589,-0.340003888324744,-0.06975121275942532,-0.06933295444164762,0.030750605213310637,0.022359717187616906,-0.10050181797273595,-0.09169267162926453,-0.19219448960200047,0.0,False,True
20260510_232418,76,importer,-0.2726363236495219,-2.624077788437983,False,0.022648869212774137,0.06493350571015706,0.26325736866748584,0.1387266483954464,-0.21325659644200629,-0.05937972720751558,-0.02645201419942726,-0.007365368356511609,0.005443801088583939,0.01888557139565302,-0.0318958152880112,-0.02625093975216463,-0.05814675504017583,0.0,False,True
20260510_232418,77,importer,-0.680438150038934,-14.112435902561867,True,0.048845198307954335,0.058252401760942686,0.35648019772962425,0.47095053886986576,-0.2904471285294007,-0.38999102150953335,-0.03102294603935513,-0.04165532803640214,0.0,0.0,-0.03102294603935513,-0.04165532803640214,-0.07267827407575726,0.0,False,True
20260510_232418,78,importer,-0.3396009328062022,-2.3463250918641343,False,0.03541892632816044,0.027534493044278945,0.2650950967938246,0.20558413088800595,-0.19130700224353683,-0.14829393056266538,-0.034715867943380205,-0.02691042382058031,0.0,0.0,-0.034715867943380205,-0.02691042382058031,-0.06162629176396052,0.0,False,True
20260510_232418,79,importer,-0.5754778078740986,-6.203315961059107,False,0.0249550699938067,0.01135810280293443,0.27960614153338464,0.3947438756361058,-0.22871218169294583,-0.3467656261811528,-0.03370820181699386,-0.05110722841253482,0.02144363854452968,0.03855636145547032,-0.05515184036152354,-0.08966358986800514,-0.1448154302295287,0.0,False,True
20260510_232418,80,importer,-0.3342204593534275,-1.8081485158933184,False,0.049330957720487234,0.09950952290327954,0.47241203716408087,0.12018535443198305,-0.33575984079685456,0.0015393814434270375,-0.07322200504751981,0.0003357060080597013,0.0,0.0,-0.07322200504751981,0.0003357060080597013,-0.07288629903946012,0.0006714120161193937,False,True
20260510_232418,81,importer,-0.5062611990851786,-9.007106009301415,False,0.08207094197738976,0.06600928004626125,0.4166005315635642,0.2767096838071654,-0.31111377939907414,-0.19514741968610458,-0.043824206127424464,-0.027488916633900493,0.020438231656343127,0.032984907338380436,-0.06426243778376758,-0.06047382397228093,-0.12473626175604852,0.0,False,True
20260510_232418,82,importer,-0.49721148118098,-3.9397487965307603,False,0.015951258764266847,0.021408344217911483,0.2960891114193634,0.31569097767400883,-0.24277026572163035,-0.25444121545934967,-0.051395352461660285,-0.05386613517283546,0.016384085862827358,0.005753105179476681,-0.06777943832448764,-0.059619240352312135,-0.12739867867679977,0.0,False,True
20260510_232418,83,importer,-0.6704268630473408,-7.021203928981184,False,0.02084014716199604,0.04320551452585491,0.6024660844828317,0.2095418513745687,-0.5240988449307349,-0.14632801811660584,-0.08828284299954763,-0.02464850585871937,0.01724566928642137,0.015751243636288804,-0.10552851228596899,-0.04039974949500817,-0.14592826178097718,0.0,False,True
20260510_232418,84,importer,-0.2770165223032311,-1.6144772782577206,False,0.0657794950293001,0.034530344856381776,0.1708711610861788,0.28460750288919406,-0.07577311481836914,-0.20124340748486197,-0.018772651597719025,-0.04985768876080665,0.016134416450865167,0.041432879137687784,-0.03490706804858419,-0.09129056789849443,-0.1261976359470786,0.0,False,True
20260510_232418,85,importer,-0.6645141632130976,-4.8517858496694135,False,0.059989668643707895,0.03567705202228342,0.6241662890255419,0.2566542384609612,-0.47868905928391503,-0.18582510392918258,-0.11244465231206281,-0.043650546836034594,0.0,0.0,-0.11244465231206281,-0.043650546836034594,-0.1560951991480974,0.0,False,True
