run_id,sobol_index,prior_mode,family_drawn,regime_state_drawn,accepted,rejection_reason
20260510_232418,101262,nominal,importer,0000100,True,accepted
20260510_232418,101263,nominal,importer,0001011,True,accepted
20260510_232418,101264,nominal,importer,0000110,True,accepted
20260510_232418,101265,nominal,importer,0001010,True,accepted
20260510_232418,101266,nominal,importer,0001110,True,accepted
20260510_232418,101267,nominal,importer,0000001,True,accepted
20260510_232418,101268,nominal,importer,0000100,True,accepted
20260510_232418,101269,nominal,importer,0001101,True,accepted
20260510_232418,101270,nominal,importer,0001100,True,accepted
20260510_232418,101271,nominal,importer,0000101,True,accepted
20260510_232418,101272,nominal,importer,0001111,True,accepted
20260510_232418,101273,nominal,importer,0000000,True,accepted
20260510_232418,101274,nominal,importer,0001000,True,accepted
20260510_232418,101275,nominal,importer,0001001,True,accepted
20260510_232418,101276,nominal,importer,0001011,True,accepted
20260510_232418,101277,nominal,importer,0000110,True,accepted
20260510_232418,101278,nominal,importer,0000010,True,accepted
20260510_232418,101279,nominal,importer,0001101,True,accepted
20260510_232418,101280,nominal,importer,0001100,True,accepted
20260510_232418,101281,nominal,importer,0000011,True,accepted
20260510_232418,101282,nominal,importer,0000100,True,accepted
20260510_232418,101283,nominal,importer,0001011,True,accepted
20260510_232418,101284,nominal,importer,0001010,True,accepted
20260510_232418,101285,nominal,importer,0000111,True,accepted
20260510_232418,101286,nominal,importer,0000010,True,accepted
20260510_232418,101287,nominal,importer,0001110,True,accepted
20260510_232418,101288,nominal,importer,0000110,True,accepted
20260510_232418,101289,nominal,importer,0001011,True,accepted
20260510_232418,101290,nominal,importer,0001110,True,accepted
20260510_232418,101291,nominal,importer,0000011,True,accepted
20260510_232418,101292,nominal,importer,0000000,True,accepted
20260510_232418,101293,nominal,importer,0001111,True,accepted
20260510_232418,101294,nominal,importer,0001000,True,accepted
20260510_232418,101295,nominal,importer,0000111,True,accepted
20260510_232418,101296,nominal,importer,0001010,True,accepted
20260510_232418,101297,nominal,importer,0000101,True,accepted
20260510_232418,101298,nominal,importer,0000010,True,accepted
20260510_232418,101299,nominal,importer,0001101,True,accepted
20260510_232418,101300,nominal,importer,0001111,True,accepted
20260510_232418,101301,nominal,importer,0000001,True,accepted
20260510_232418,101302,nominal,importer,0001000,True,accepted
20260510_232418,101303,nominal,importer,0001001,True,accepted
20260510_232418,101304,nominal,importer,0000100,True,accepted
20260510_232418,101305,nominal,importer,0001101,True,accepted
20260510_232418,101306,nominal,importer,0001100,True,accepted
20260510_232418,101307,nominal,importer,0000101,True,accepted
20260510_232418,101308,nominal,importer,0000110,True,accepted
20260510_232418,101309,nominal,importer,0001001,True,accepted
20260510_232418,101310,nominal,importer,0001110,True,accepted
20260510_232418,101311,nominal,importer,0000001,True,accepted
20260510_232418,101312,nominal,importer,0001000,True,accepted
20260510_232418,101313,nominal,importer,0001001,True,accepted
20260510_232418,101314,nominal,importer,0001111,True,accepted
20260510_232418,101315,nominal,importer,0000000,True,accepted
20260510_232418,101316,nominal,importer,0000010,True,accepted
20260510_232418,101317,nominal,importer,0001101,True,accepted
20260510_232418,101318,nominal,importer,0001011,True,accepted
20260510_232418,101319,nominal,importer,0000110,True,accepted
20260510_232418,101320,nominal,importer,0001110,True,accepted
20260510_232418,101321,nominal,importer,0000001,True,accepted
20260510_232418,101322,nominal,importer,0000111,True,accepted
20260510_232418,101323,nominal,importer,0001010,True,accepted
20260510_232418,101324,nominal,importer,0001100,True,accepted
20260510_232418,101325,nominal,importer,0000101,True,accepted
20260510_232418,101326,nominal,importer,0000100,True,accepted
20260510_232418,101327,nominal,importer,0001101,True,accepted
20260510_232418,101328,nominal,importer,0000010,True,accepted
20260510_232418,101329,nominal,importer,0001110,True,accepted
20260510_232418,101330,nominal,importer,0001010,True,accepted
20260510_232418,101331,nominal,importer,0000111,True,accepted
20260510_232418,101332,nominal,importer,0000101,True,accepted
20260510_232418,101333,nominal,importer,0001100,True,accepted
20260510_232418,101334,nominal,importer,0001100,True,accepted
20260510_232418,101335,nominal,importer,0000011,True,accepted
20260510_232418,101336,nominal,importer,0001001,True,accepted
20260510_232418,101337,nominal,importer,0001000,True,accepted
20260510_232418,101338,nominal,importer,0000000,True,accepted
20260510_232418,101339,nominal,importer,0001111,True,accepted
20260510_232418,101340,nominal,importer,0001110,True,accepted
20260510_232418,101341,nominal,importer,0000011,True,accepted
20260510_232418,101342,nominal,importer,0000110,True,accepted
20260510_232418,101343,nominal,importer,0001011,True,accepted
20260510_232418,101344,nominal,importer,0000101,True,accepted
20260510_232418,101345,nominal,importer,0001100,True,accepted
20260510_232418,101346,nominal,importer,0001101,True,accepted
20260510_232418,101347,nominal,importer,0000100,True,accepted
20260510_232418,101348,nominal,importer,0000001,True,accepted
20260510_232418,101349,nominal,importer,0001110,True,accepted
20260510_232418,101350,nominal,importer,0001010,True,accepted
20260510_232418,101351,nominal,importer,0000111,True,accepted
20260510_232418,101352,nominal,importer,0001101,True,accepted
20260510_232418,101353,nominal,importer,0000010,True,accepted
20260510_232418,101354,nominal,importer,0000110,True,accepted
20260510_232418,101355,nominal,importer,0001011,True,accepted
20260510_232418,101356,nominal,importer,0001001,True,accepted
20260510_232418,101357,nominal,importer,0001000,True,accepted
20260510_232418,101358,nominal,importer,0000000,True,accepted
20260510_232418,101359,nominal,importer,0001111,True,accepted
20260510_232418,101360,nominal,importer,0000011,True,accepted
20260510_232418,101361,nominal,importer,0001110,True,accepted
20260510_232418,101362,nominal,importer,0001011,True,accepted
20260510_232418,101363,nominal,importer,0000110,True,accepted
20260510_232418,101364,nominal,importer,0001000,True,accepted
20260510_232418,101365,nominal,importer,0001001,True,accepted
20260510_232418,101366,nominal,importer,0001111,True,accepted
20260510_232418,101367,nominal,importer,0000000,True,accepted
20260510_232418,101368,nominal,importer,0001011,True,accepted
20260510_232418,101369,nominal,importer,0000100,True,accepted
20260510_232418,101370,nominal,importer,0000100,True,accepted
20260510_232418,101371,nominal,importer,0001100,True,accepted
20260510_232418,101372,nominal,importer,0001110,True,accepted
20260510_232418,101373,nominal,importer,0000001,True,accepted
20260510_232418,101374,nominal,importer,0000111,True,accepted
20260510_232418,101375,nominal,importer,0001010,True,accepted
20260510_232418,101376,nominal,importer,0001111,True,accepted
20260510_232418,101377,nominal,importer,0000000,True,accepted
20260510_232418,101378,nominal,importer,0000111,True,accepted
20260510_232418,101379,nominal,importer,0001000,True,accepted
20260510_232418,101380,nominal,importer,0001011,True,accepted
20260510_232418,101381,nominal,importer,0000110,True,accepted
20260510_232418,101382,nominal,importer,0000011,True,accepted
20260510_232418,101383,nominal,importer,0001110,True,accepted
20260510_232418,101384,nominal,importer,0000111,True,accepted
20260510_232418,101385,nominal,importer,0001010,True,accepted
20260510_232418,101386,nominal,importer,0001111,True,accepted
20260510_232418,101387,nominal,importer,0000010,True,accepted
20260510_232418,101388,nominal,importer,0000011,True,accepted
20260510_232418,101389,nominal,importer,0001100,True,accepted
20260510_232418,101390,nominal,importer,0001011,True,accepted
20260510_232418,101391,nominal,importer,0000100,True,accepted
20260510_232418,101392,nominal,importer,0001010,True,accepted
20260510_232418,101393,nominal,importer,0000110,True,accepted
20260510_232418,101394,nominal,importer,0000001,True,accepted
20260510_232418,101395,nominal,importer,0001110,True,accepted
20260510_232418,101396,nominal,importer,0001101,True,accepted
20260510_232418,101397,nominal,importer,0000100,True,accepted
20260510_232418,101398,nominal,importer,0000101,True,accepted
20260510_232418,101399,nominal,importer,0001100,True,accepted
20260510_232418,101400,nominal,importer,0000001,True,accepted
20260510_232418,101401,nominal,importer,0001111,True,accepted
20260510_232418,101402,nominal,importer,0001001,True,accepted
20260510_232418,101403,nominal,importer,0001000,True,accepted
20260510_232418,101404,nominal,importer,0000101,True,accepted
20260510_232418,101405,nominal,importer,0001010,True,accepted
20260510_232418,101406,nominal,importer,0001101,True,accepted
20260510_232418,101407,nominal,importer,0000010,True,accepted
20260510_232418,101408,nominal,importer,0001100,True,accepted
20260510_232418,101409,nominal,importer,0000100,True,accepted
20260510_232418,101410,nominal,importer,0000101,True,accepted
20260510_232418,101411,nominal,importer,0001100,True,accepted
20260510_232418,101412,nominal,importer,0001010,True,accepted
20260510_232418,101413,nominal,importer,0000111,True,accepted
20260510_232418,101414,nominal,importer,0000001,True,accepted
20260510_232418,101415,nominal,importer,0001110,True,accepted
20260510_232418,101416,nominal,importer,0000110,True,accepted
20260510_232418,101417,nominal,importer,0001011,True,accepted
20260510_232418,101418,nominal,importer,0001101,True,accepted
20260510_232418,101419,nominal,importer,0000011,True,accepted
20260510_232418,101420,nominal,importer,0000000,True,accepted
20260510_232418,101421,nominal,importer,0001111,True,accepted
20260510_232418,101422,nominal,importer,0001001,True,accepted
20260510_232418,101423,nominal,importer,0001000,True,accepted
20260510_232418,101424,nominal,importer,0001010,True,accepted
20260510_232418,101425,nominal,importer,0000110,True,accepted
20260510_232418,101426,nominal,importer,0000010,True,accepted
20260510_232418,101427,nominal,importer,0001101,True,accepted
20260510_232418,101428,nominal,importer,0001111,True,accepted
20260510_232418,101429,nominal,importer,0000000,True,accepted
20260510_232418,101430,nominal,importer,0001000,True,accepted
20260510_232418,101431,nominal,importer,0001001,True,accepted
20260510_232418,101432,nominal,importer,0000100,True,accepted
20260510_232418,101433,nominal,importer,0001101,True,accepted
20260510_232418,101434,nominal,importer,0001100,True,accepted
20260510_232418,101435,nominal,importer,0000101,True,accepted
20260510_232418,101436,nominal,importer,0000111,True,accepted
20260510_232418,101437,nominal,importer,0001010,True,accepted
20260510_232418,101438,nominal,importer,0001110,True,accepted
20260510_232418,101439,nominal,importer,0000001,True,accepted
20260510_232418,101440,nominal,importer,0001000,True,accepted
20260510_232418,101441,nominal,importer,0001001,True,accepted
20260510_232418,101442,nominal,importer,0001111,True,accepted
20260510_232418,101443,nominal,importer,0000001,True,accepted
20260510_232418,101444,nominal,importer,0000010,True,accepted
20260510_232418,101445,nominal,importer,0001101,True,accepted
20260510_232418,101446,nominal,importer,0001010,True,accepted
20260510_232418,101447,nominal,importer,0000101,True,accepted
20260510_232418,101448,nominal,importer,0001110,True,accepted
20260510_232418,101449,nominal,importer,0000001,True,accepted
20260510_232418,101450,nominal,importer,0000110,True,accepted
20260510_232418,101451,nominal,importer,0001001,True,accepted
20260510_232418,101452,nominal,importer,0001100,True,accepted
20260510_232418,101453,nominal,importer,0000101,True,accepted
20260510_232418,101454,nominal,importer,0000100,True,accepted
20260510_232418,101455,nominal,importer,0001101,True,accepted
20260510_232418,101456,nominal,importer,0000010,True,accepted
20260510_232418,101457,nominal,importer,0001111,True,accepted
20260510_232418,101458,nominal,importer,0001010,True,accepted
20260510_232418,101459,nominal,importer,0000111,True,accepted
20260510_232418,101460,nominal,importer,0000100,True,accepted
20260510_232418,101461,nominal,importer,0001011,True,accepted
20260510_232418,101462,nominal,importer,0001100,True,accepted
20260510_232418,101463,nominal,importer,0000011,True,accepted
20260510_232418,101464,nominal,importer,0001000,True,accepted
20260510_232418,101465,nominal,importer,0000111,True,accepted
20260510_232418,101466,nominal,importer,0000000,True,accepted
20260510_232418,101467,nominal,importer,0001111,True,accepted
20260510_232418,101468,nominal,importer,0001110,True,accepted
20260510_232418,101469,nominal,importer,0000011,True,accepted
20260510_232418,101470,nominal,importer,0000110,True,accepted
20260510_232418,101471,nominal,importer,0001011,True,accepted
20260510_232418,101472,nominal,importer,0000101,True,accepted
20260510_232418,101473,nominal,importer,0001100,True,accepted
20260510_232418,101474,nominal,importer,0001101,True,accepted
20260510_232418,101475,nominal,importer,0000100,True,accepted
20260510_232418,101476,nominal,importer,0000001,True,accepted
20260510_232418,101477,nominal,importer,0001110,True,accepted
20260510_232418,101478,nominal,importer,0001001,True,accepted
20260510_232418,101479,nominal,importer,0000110,True,accepted
20260510_232418,101480,nominal,importer,0001101,True,accepted
20260510_232418,101481,nominal,importer,0000010,True,accepted
20260510_232418,101482,nominal,importer,0000101,True,accepted
20260510_232418,101483,nominal,importer,0001010,True,accepted
20260510_232418,101484,nominal,importer,0001001,True,accepted
20260510_232418,101485,nominal,importer,0001000,True,accepted
20260510_232418,101486,nominal,importer,0000000,True,accepted
20260510_232418,101487,nominal,importer,0001111,True,accepted
20260510_232418,101488,nominal,importer,0000011,True,accepted
20260510_232418,101489,nominal,importer,0001110,True,accepted
20260510_232418,101490,nominal,importer,0001011,True,accepted
20260510_232418,101491,nominal,importer,0000110,True,accepted
20260510_232418,101492,nominal,importer,0000111,True,accepted
20260510_232418,101493,nominal,importer,0001000,True,accepted
20260510_232418,101494,nominal,importer,0001111,True,accepted
20260510_232418,101495,nominal,importer,0000000,True,accepted
20260510_232418,101496,nominal,importer,0001011,True,accepted
20260510_232418,101497,nominal,importer,0000100,True,accepted
20260510_232418,101498,nominal,importer,0000011,True,accepted
20260510_232418,101499,nominal,importer,0001100,True,accepted
20260510_232418,101500,nominal,importer,0001111,True,accepted
20260510_232418,101501,nominal,importer,0000010,True,accepted
20260510_232418,101502,nominal,importer,0000111,True,accepted
20260510_232418,101503,nominal,importer,0001010,True,accepted
20260510_232418,101504,nominal,importer,0001111,True,accepted
20260510_232418,101505,nominal,importer,0000000,True,accepted
20260510_232418,101506,nominal,importer,0001000,True,accepted
20260510_232418,101507,nominal,importer,0001001,True,accepted
20260510_232418,101508,nominal,importer,0001011,True,accepted
20260510_232418,101509,nominal,importer,0000110,True,accepted
20260510_232418,101510,nominal,importer,0000011,True,accepted
20260510_232418,101511,nominal,importer,0001110,True,accepted
20260510_232418,101512,nominal,importer,0000111,True,accepted
20260510_232418,101513,nominal,importer,0001010,True,accepted
20260510_232418,101514,nominal,importer,0001110,True,accepted
20260510_232418,101515,nominal,importer,0000010,True,accepted
20260510_232418,101516,nominal,importer,0000011,True,accepted
20260510_232418,101517,nominal,importer,0001100,True,accepted
20260510_232418,101518,nominal,importer,0001100,True,accepted
20260510_232418,101519,nominal,importer,0000101,True,accepted
20260510_232418,101520,nominal,importer,0001010,True,accepted
20260510_232418,101521,nominal,importer,0000111,True,accepted
20260510_232418,101522,nominal,importer,0000001,True,accepted
20260510_232418,101523,nominal,importer,0001110,True,accepted
20260510_232418,101524,nominal,importer,0001101,True,accepted
20260510_232418,101525,nominal,importer,0000100,True,accepted
20260510_232418,101526,nominal,importer,0000101,True,accepted
20260510_232418,101527,nominal,importer,0001100,True,accepted
20260510_232418,101528,nominal,importer,0000000,True,accepted
20260510_232418,101529,nominal,importer,0001111,True,accepted
20260510_232418,101530,nominal,importer,0001001,True,accepted
20260510_232418,101531,nominal,importer,0001000,True,accepted
20260510_232418,101532,nominal,importer,0000110,True,accepted
20260510_232418,101533,nominal,importer,0001011,True,accepted
20260510_232418,101534,nominal,importer,0001101,True,accepted
20260510_232418,101535,nominal,importer,0000010,True,accepted
20260510_232418,101536,nominal,importer,0000100,True,accepted
20260510_232418,101537,nominal,importer,0001011,True,accepted
20260510_232418,101538,nominal,importer,0001100,True,accepted
