run_id,profile_id,timing_cv_scenario,timing_CV,tenor_months,k_gamma,theta_gamma,raw_weight,omega_t,weight_sum_check,family
20260511_090921,4,high,0.6,2,2.7777777777777777,1.652205262184143,0.15395047694561026,0.28173704993980564,1.0,importer
20260511_090921,4,high,0.6,3,2.7777777777777777,1.652205262184143,0.17281232131270316,0.3162551657250911,1.0,importer
20260511_090921,4,high,0.6,6,2.7777777777777777,1.652205262184143,0.09641991730977255,0.17645325689957145,1.0,importer
20260511_090921,4,high,0.6,9,2.7777777777777777,1.652205262184143,0.03225859855466082,0.059034844011516166,1.0,importer
20260511_090921,4,high,0.6,12,2.7777777777777777,1.652205262184143,0.008753594397870566,0.016019514268195218,1.0,importer
20260511_090921,5,low,0.25,1,16.0,0.0625,1.5874805059544865,0.9963258150956433,1.0,importer
20260511_090921,5,low,0.25,2,16.0,0.0625,0.0058539178754377615,0.003674003855084631,1.0,importer
20260511_090921,5,low,0.25,3,16.0,0.0625,2.884720898451091e-07,1.8104927208190372e-07,1.0,importer
20260511_090921,5,low,0.25,6,16.0,0.0625,1.3471582169348772e-23,8.454960571269632e-24,1.0,importer
20260511_090921,5,low,0.25,9,16.0,0.0625,8.40721896851049e-42,5.2764926939700756e-42,1.0,importer
20260511_090921,5,low,0.25,12,16.0,0.0625,8.965990547323015e-61,5.6271858499644146e-61,1.0,importer
20260511_090921,5,baseline,0.4,1,6.249999999999999,0.16000000000000003,0.9841570031968031,0.930531609598442,1.0,importer
20260511_090921,5,baseline,0.4,2,6.249999999999999,0.16000000000000003,0.07229884387395832,0.0683593769526706,1.0,importer
20260511_090921,5,baseline,0.4,3,6.249999999999999,0.16000000000000003,0.0011729242105257632,0.0011090131452727804,1.0,importer
20260511_090921,5,baseline,0.4,6,6.249999999999999,0.16000000000000003,3.21111524394956e-10,3.0361458861264184e-10,1.0,importer
20260511_090921,5,baseline,0.4,9,6.249999999999999,0.16000000000000003,1.9413930324340098e-17,1.8356091329594148e-17,1.0,importer
20260511_090921,5,baseline,0.4,12,6.249999999999999,0.16000000000000003,6.324414098501066e-25,5.979805266567242e-25,1.0,importer
20260511_090921,5,high,0.6,1,2.7777777777777777,0.36,0.6453337144460696,0.8061391185835622,1.0,importer
20260511_090921,5,high,0.6,2,2.7777777777777777,0.36,0.13758631234115784,0.17187031465583333,1.0,importer
20260511_090921,5,high,0.6,3,2.7777777777777777,0.36,0.017589471755926536,0.021972447650351397,1.0,importer
20260511_090921,5,high,0.6,6,2.7777777777777777,0.36,1.449761462605068e-05,1.8110156055058152e-05,1.0,importer
20260511_090921,5,high,0.6,9,2.7777777777777777,0.36,7.165178199870873e-09,8.950610063037037e-09,1.0,importer
20260511_090921,5,high,0.6,12,2.7777777777777777,0.36,2.8722327039954574e-12,3.5879407638778787e-12,1.0,importer
20260511_090921,6,low,0.25,1,16.0,0.2558932915562764,4.5434706513415384e-05,0.00012518845236743969,0.9999999999999999,importer
20260511_090921,6,low,0.25,2,16.0,0.2558932915562764,0.02989973993235694,0.08238420484163324,0.9999999999999999,importer
20260511_090921,6,low,0.25,3,16.0,0.2558932915562764,0.262945683294336,0.724507005203111,0.9999999999999999,importer
20260511_090921,6,low,0.25,6,16.0,0.2558932915562764,0.069791932998309,0.19230110086021038,0.9999999999999999,importer
20260511_090921,6,low,0.25,9,16.0,0.2558932915562764,0.0002475502443186359,0.0006820872048613573,0.9999999999999999,importer
20260511_090921,6,low,0.25,12,16.0,0.2558932915562764,1.5004918984861004e-07,4.13437816542057e-07,0.9999999999999999,importer
20260511_090921,6,baseline,0.4,1,6.249999999999999,0.6550868263840677,0.01653216568074792,0.03247171514973501,1.0000000000000002,importer
20260511_090921,6,baseline,0.4,2,6.249999999999999,0.6550868263840677,0.13670364573705263,0.2685069778530696,1.0000000000000002,importer
20260511_090921,6,baseline,0.4,3,6.249999999999999,0.6550868263840677,0.2496330469064609,0.4903176841825793,1.0000000000000002,importer
20260511_090921,6,baseline,0.4,6,6.249999999999999,0.6550868263840677,0.09746263902085328,0.19143160751843008,1.0000000000000002,importer
20260511_090921,6,baseline,0.4,9,6.249999999999999,0.6550868263840677,0.00840322299809484,0.016505221929368735,1.0000000000000002,importer
20260511_090921,6,baseline,0.4,12,6.249999999999999,0.6550868263840677,0.00039039376037477996,0.0007667933668173993,1.0000000000000002,importer
20260511_090921,6,high,0.6,1,2.7777777777777777,1.4739453593641518,0.10495748230644049,0.17748977557192708,1.0,importer
20260511_090921,6,high,0.6,2,2.7777777777777777,1.4739453593641518,0.18261238479171166,0.3088091528215556,1.0,importer
20260511_090921,6,high,0.6,3,2.7777777777777777,1.4739453593641518,0.19051700352488754,0.3221763656595768,1.0,importer
20260511_090921,6,high,0.6,6,2.7777777777777777,1.4739453593641518,0.08534053081756976,0.14431626339678422,1.0,importer
20260511_090921,6,high,0.6,9,2.7777777777777777,1.4739453593641518,0.022922586903995616,0.038763551827962636,1.0,importer
20260511_090921,6,high,0.6,12,2.7777777777777777,1.4739453593641518,0.0049938339585948845,0.008444890722193753,1.0,importer
20260511_090921,7,low,0.25,1,16.0,0.3297841302701272,1.8832978200781584e-06,6.1212076838455565e-06,1.0,importer
20260511_090921,7,low,0.25,2,16.0,0.3297841302701272,0.002974839911940846,0.009669003347769515,1.0,importer
20260511_090921,7,low,0.25,3,16.0,0.3297841302701272,0.0627953009704593,0.20410105863862654,1.0,importer
20260511_090921,7,low,0.25,6,16.0,0.3297841302701272,0.23049476384551926,0.749167924741083,1.0,importer
20260511_090921,7,low,0.25,9,16.0,0.3297841302701272,0.011306128899914229,0.03674785918555947,1.0,importer
20260511_090921,7,low,0.25,12,16.0,0.3297841302701272,9.477176400776552e-05,0.0003080328792776156,1.0,importer
20260511_090921,7,baseline,0.4,1,6.249999999999999,0.8442473734915258,0.004767633952780827,0.011901086376796674,1.0,importer
20260511_090921,7,baseline,0.4,2,6.249999999999999,0.8442473734915258,0.055500159739035104,0.13854087824737712,1.0,importer
20260511_090921,7,baseline,0.4,3,6.249999999999999,0.8442473734915258,0.14267805982600196,0.35615651933022313,1.0,importer
20260511_090921,7,baseline,0.4,6,6.249999999999999,0.8442473734915258,0.15542333658341795,0.3879715959674961,1.0,importer
20260511_090921,7,baseline,0.4,9,6.249999999999999,0.8442473734915258,0.03738926206954636,0.09333200532201484,1.0,importer
20260511_090921,7,baseline,0.4,12,6.249999999999999,0.8442473734915258,0.004846484373178535,0.012097914756092133,1.0,importer
20260511_090921,7,high,0.6,1,2.7777777777777777,1.8995565903559326,0.06039506781757988,0.12173536985271899,1.0,importer
20260511_090921,7,high,0.6,2,2.7777777777777777,1.8995565903559326,0.12233099576116163,0.24657657572994104,1.0,importer
20260511_090921,7,high,0.6,3,2.7777777777777777,1.8995565903559326,0.1485792763901717,0.2994839449214431,1.0,importer
20260511_090921,7,high,0.6,6,2.7777777777777777,1.8995565903559326,0.10501092359310717,0.21166535752214957,1.0,importer
20260511_090921,7,high,0.6,9,2.7777777777777777,1.8995565903559326,0.04450383204880684,0.08970418694931576,1.0,importer
20260511_090921,7,high,0.6,12,2.7777777777777777,1.8995565903559326,0.015297572497041455,0.030834565024431607,1.0,importer
20260511_090921,8,low,0.25,1,16.0,0.1953180864220485,0.0010188186067229652,0.0014024692563549708,0.9999999999999999,importer
20260511_090921,8,low,0.25,2,16.0,0.1953180864220485,0.19953663952634532,0.2746750016199674,0.9999999999999999,importer
20260511_090921,8,low,0.25,3,16.0,0.1953180864220485,0.522236702608513,0.7188923672138935,0.9999999999999999,importer
20260511_090921,8,low,0.25,6,16.0,0.1953180864220485,0.0036538009002832408,0.005029691642530788,0.9999999999999999,importer
20260511_090921,8,low,0.25,9,16.0,0.1953180864220485,3.416184494703846e-07,4.702597396870538e-07,0.9999999999999999,importer
20260511_090921,8,low,0.25,12,16.0,0.1953180864220485,5.458205958555883e-12,7.513571111888479e-12,0.9999999999999999,importer
20260511_090921,8,baseline,0.4,1,6.249999999999999,0.5000143012404443,0.05571222548265192,0.0795363138469126,1.0,importer
20260511_090921,8,baseline,0.4,2,6.249999999999999,0.5000143012404443,0.28694182995513773,0.4096460919556308,1.0,importer
20260511_090921,8,baseline,0.4,3,6.249999999999999,0.5000143012404443,0.3263689640790698,0.46593335900695065,1.0,importer
20260511_090921,8,baseline,0.4,6,6.249999999999999,0.5000143012404443,0.030791012361272213,0.04395810078692514,1.0,importer
20260511_090921,8,baseline,0.4,9,6.249999999999999,0.5000143012404443,0.0006415207614664923,0.000915852780628869,1.0,importer
20260511_090921,8,baseline,0.4,12,6.249999999999999,0.5000143012404443,7.201893933991723e-06,1.028162295194092e-05,1.0,importer
20260511_090921,8,high,0.6,1,2.7777777777777777,1.1250321777909993,0.1800990902927738,0.2544124382497194,1.0,importer
20260511_090921,8,high,0.6,2,2.7777777777777777,1.1250321777909993,0.25389108864110543,0.3586528438653139,1.0,importer
20260511_090921,8,high,0.6,3,2.7777777777777777,1.1250321777909993,0.2146199487826258,0.30317745846497784,1.0,importer
20260511_090921,8,high,0.6,6,2.7777777777777777,1.1250321777909993,0.05113862295931931,0.07223968613424764,1.0,importer
20260511_090921,8,high,0.6,9,2.7777777777777777,1.1250321777909993,0.007306588723224394,0.010321468305817462,1.0,importer
20260511_090921,8,high,0.6,12,2.7777777777777777,1.1250321777909993,0.0008467251847470205,0.0011961049799238041,1.0,importer
20260511_090921,9,low,0.25,1,16.0,0.0625,1.5874805059544865,0.9963258150956433,1.0,importer
20260511_090921,9,low,0.25,2,16.0,0.0625,0.0058539178754377615,0.003674003855084631,1.0,importer
20260511_090921,9,low,0.25,3,16.0,0.0625,2.884720898451091e-07,1.8104927208190372e-07,1.0,importer
20260511_090921,9,low,0.25,6,16.0,0.0625,1.3471582169348772e-23,8.454960571269632e-24,1.0,importer
20260511_090921,9,low,0.25,9,16.0,0.0625,8.40721896851049e-42,5.2764926939700756e-42,1.0,importer
20260511_090921,9,low,0.25,12,16.0,0.0625,8.965990547323015e-61,5.6271858499644146e-61,1.0,importer
20260511_090921,9,baseline,0.4,1,6.249999999999999,0.16000000000000003,0.9841570031968031,0.930531609598442,1.0,importer
20260511_090921,9,baseline,0.4,2,6.249999999999999,0.16000000000000003,0.07229884387395832,0.0683593769526706,1.0,importer
20260511_090921,9,baseline,0.4,3,6.249999999999999,0.16000000000000003,0.0011729242105257632,0.0011090131452727804,1.0,importer
20260511_090921,9,baseline,0.4,6,6.249999999999999,0.16000000000000003,3.21111524394956e-10,3.0361458861264184e-10,1.0,importer
20260511_090921,9,baseline,0.4,9,6.249999999999999,0.16000000000000003,1.9413930324340098e-17,1.8356091329594148e-17,1.0,importer
20260511_090921,9,baseline,0.4,12,6.249999999999999,0.16000000000000003,6.324414098501066e-25,5.979805266567242e-25,1.0,importer
20260511_090921,9,high,0.6,1,2.7777777777777777,0.36,0.6453337144460696,0.8061391185835622,1.0,importer
20260511_090921,9,high,0.6,2,2.7777777777777777,0.36,0.13758631234115784,0.17187031465583333,1.0,importer
20260511_090921,9,high,0.6,3,2.7777777777777777,0.36,0.017589471755926536,0.021972447650351397,1.0,importer
20260511_090921,9,high,0.6,6,2.7777777777777777,0.36,1.449761462605068e-05,1.8110156055058152e-05,1.0,importer
20260511_090921,9,high,0.6,9,2.7777777777777777,0.36,7.165178199870873e-09,8.950610063037037e-09,1.0,importer
20260511_090921,9,high,0.6,12,2.7777777777777777,0.36,2.8722327039954574e-12,3.5879407638778787e-12,1.0,importer
20260511_090921,10,low,0.25,1,16.0,0.22956166410585865,0.00016491805085030312,0.00033943969913675205,1.0,importer
20260511_090921,10,low,0.25,2,16.0,0.22956166410585865,0.06932274664771464,0.1426823330988349,1.0,importer
20260511_090921,10,low,0.25,3,16.0,0.22956166410585865,0.38940567899033646,0.801487440805389,1.0,importer
20260511_090921,10,low,0.25,6,16.0,0.22956166410585865,0.02693550460900326,0.05543953213997047,1.0,importer
20260511_090921,10,low,0.25,9,16.0,0.22956166410585865,2.4898139853070017e-05,5.1246161697983274e-05,1.0,importer
20260511_090921,10,low,0.25,12,16.0,0.22956166410585865,3.932971971152018e-09,8.094970900504466e-09,1.0,importer
20260511_090921,10,baseline,0.4,1,6.249999999999999,0.5876778601109983,0.027354769279521383,0.04724917258507461,1.0,importer
20260511_090921,10,baseline,0.4,2,6.249999999999999,0.5876778601109983,0.18986268089946443,0.3279448086590005,1.0,importer
20260511_090921,10,baseline,0.4,3,6.249999999999999,0.5876778601109983,0.2910166214620584,0.5026653462904555,1.0,importer
20260511_090921,10,baseline,0.4,6,6.249999999999999,0.5876778601109983,0.06719276276874103,0.11606028960021152,1.0,importer
20260511_090921,10,baseline,0.4,9,6.249999999999999,0.5876778601109983,0.0034260905347224266,0.005917795954081718,1.0,importer
20260511_090921,10,baseline,0.4,12,6.249999999999999,0.5876778601109983,9.412921327011215e-05,0.00016258691117626716,1.0,importer
20260511_090921,10,high,0.6,1,2.7777777777777777,1.3222751852497459,0.1312849291839116,0.20611916457104315,1.0,importer
20260511_090921,10,high,0.6,2,2.7777777777777777,1.3222751852497459,0.21131700931490754,0.33177064336625883,1.0,importer
20260511_090921,10,high,0.6,3,2.7777777777777777,1.3222751852497459,0.20395799197354209,0.32021688379998603,1.0,importer
20260511_090921,10,high,0.6,6,2.7777777777777777,1.3222751852497459,0.07233868310593813,0.11357273847539695,1.0,importer
20260511_090921,10,high,0.6,9,2.7777777777777777,1.3222751852497459,0.015384633673200164,0.02415408881783635,1.0,importer
20260511_090921,10,high,0.6,12,2.7777777777777777,1.3222751852497459,0.002653786027914884,0.004166480969478672,1.0,importer
20260511_090921,11,low,0.25,1,16.0,0.30740533326752484,4.648826173279495e-06,1.554513551977846e-05,1.0,importer
20260511_090921,11,low,0.25,2,16.0,0.30740533326752484,0.005888687775042131,0.01969108890817395,1.0,importer
20260511_090921,11,low,0.25,3,16.0,0.30740533326752484,0.0996810719383439,0.3333219428476101,1.0,importer
20260511_090921,11,low,0.25,6,16.0,0.30740533326752484,0.18868548454484985,0.6309423752438528,1.0,importer
20260511_090921,11,low,0.25,9,16.0,0.30740533326752484,0.00477290987874815,0.015960057038761775,1.0,importer
20260511_090921,11,low,0.25,12,16.0,0.30740533326752484,2.0631943516783257e-05,6.89908260817064e-05,1.0,importer
20260511_090921,11,baseline,0.4,1,6.249999999999999,0.7869576531648638,0.006785684255570736,0.01603204467601066,0.9999999999999999,importer
20260511_090921,11,baseline,0.4,2,6.249999999999999,0.7869576531648638,0.07246628573183381,0.17121084427168018,0.9999999999999999,importer
20260511_090921,11,baseline,0.4,3,6.249999999999999,0.7869576531648638,0.17090311923638513,0.40378042061387526,0.9999999999999999,importer
20260511_090921,11,baseline,0.4,6,6.249999999999999,0.7869576531648638,0.1437348559766176,0.3395919329174967,0.9999999999999999,importer
20260511_090921,11,baseline,0.4,9,6.249999999999999,0.7869576531648638,0.02669597824815825,0.06307265410896781,0.9999999999999999,importer
20260511_090921,11,baseline,0.4,12,6.249999999999999,0.7869576531648638,0.002671645545388592,0.006312103411969355,0.9999999999999999,importer
20260511_090921,11,high,0.6,1,2.7777777777777777,1.770654719620943,0.07065301391236559,0.1356491102482978,0.9999999999999999,importer
20260511_090921,11,high,0.6,2,2.7777777777777777,1.770654719620943,0.13772784160478788,0.2644283397914346,0.9999999999999999,importer
20260511_090921,11,high,0.6,3,2.7777777777777777,1.770654719620943,0.1609902151619149,0.30909055730421836,0.9999999999999999,importer
20260511_090921,11,high,0.6,6,2.7777777777777777,1.770654719620943,0.10142470514184765,0.19472872065659538,0.9999999999999999,importer
20260511_090921,11,high,0.6,9,2.7777777777777777,1.770654719620943,0.038315519410453795,0.07356326119613402,0.9999999999999999,importer
20260511_090921,11,high,0.6,12,2.7777777777777777,1.770654719620943,0.011739993678961913,0.02254001080331979,0.9999999999999999,importer
20260511_090921,12,low,0.25,1,16.0,0.21201298449886963,0.00041045695566628543,0.0006807086582832348,1.0,importer
20260511_090921,12,low,0.25,2,16.0,0.21201298449886963,0.12030512798126854,0.1995160299325115,1.0,importer
20260511_090921,12,low,0.25,3,16.0,0.21201298449886963,0.47121554615428474,0.7814717176961994,1.0,importer
20260511_090921,12,low,0.25,6,16.0,0.21201298449886963,0.011050178651671546,0.01832580050095428,1.0,importer
20260511_090921,12,low,0.25,9,16.0,0.21201298449886963,3.4628839676010413e-06,5.742904503956611e-06,1.0,importer
20260511_090921,12,low,0.25,12,16.0,0.21201298449886963,1.8544654359028125e-10,3.075476395952147e-10,1.0,importer
20260511_090921,12,baseline,0.4,1,6.249999999999999,0.5427532403171064,0.03905892912153294,0.06130544631713266,1.0,importer
20260511_090921,12,baseline,0.4,2,6.249999999999999,0.5427532403171064,0.23548242877293837,0.36960448533671436,1.0,importer
20260511_090921,12,baseline,0.4,3,6.249999999999999,0.5427532403171064,0.3135222113881519,0.4920928333616002,1.0,importer
20260511_090921,12,baseline,0.4,6,6.249999999999999,0.5427532403171064,0.04744253454782897,0.07446404241705672,1.0,importer
20260511_090921,12,baseline,0.4,9,6.249999999999999,0.5427532403171064,0.0015854008406124703,0.0024883863513739425,1.0,importer
20260511_090921,12,baseline,0.4,12,6.249999999999999,0.5427532403171064,2.854693872815795e-05,4.4806216122109525e-05,1.0,importer
20260511_090921,12,high,0.6,1,2.7777777777777777,1.221194790713489,0.15380298866409947,0.2290020142108673,1.0,importer
20260511_090921,12,high,0.6,2,2.7777777777777777,1.221194790713489,0.23254039730668424,0.3462365707660407,1.0,importer
20260511_090921,12,high,0.6,3,2.7777777777777777,1.221194790713489,0.2108233626598118,0.3139014079709771,1.0,importer
20260511_090921,12,high,0.6,6,2.7777777777777777,1.221194790713489,0.061971323181298776,0.09227101472536346,1.0,importer
20260511_090921,12,high,0.6,9,2.7777777777777777,1.221194790713489,0.01092319011656374,0.016263874714192838,1.0,importer
20260511_090921,12,high,0.6,12,2.7777777777777777,1.221194790713489,0.001561602150266496,0.0023251176125586043,1.0,importer
20260511_090921,13,low,0.25,1,16.0,0.2797571466071531,1.5226608631385506e-05,4.900984824149096e-05,1.0,importer
20260511_090921,13,low,0.25,2,16.0,0.2797571466071531,0.013984757890621858,0.04501270627660476,1.0,importer
20260511_090921,13,low,0.25,3,16.0,0.2797571466071531,0.17164283134365652,0.5524663646081373,1.0,importer
20260511_090921,13,low,0.25,6,16.0,0.2797571466071531,0.12384574800106325,0.3986220084737116,1.0,importer
20260511_090921,13,low,0.25,9,16.0,0.2797571466071531,0.0011941406488773477,0.0038435776079409917,1.0,importer
20260511_090921,13,low,0.25,12,16.0,0.2797571466071531,1.9676236182698223e-06,6.333185364008576e-06,1.0,importer
20260511_090921,13,baseline,0.4,1,6.249999999999999,0.7161782953143121,0.010786164448394689,0.023334421305002427,1.0,importer
20260511_090921,13,baseline,0.4,2,6.249999999999999,0.7161782953143121,0.1015942152861022,0.21978546989331788,1.0,importer
20260511_090921,13,baseline,0.4,3,6.249999999999999,0.7161782953143121,0.2113209506868992,0.45716455719675586,1.0,importer
20260511_090921,13,baseline,0.4,6,6.249999999999999,0.7161782953143121,0.12193641709211141,0.2637930973946255,1.0,importer
20260511_090921,13,baseline,0.4,9,6.249999999999999,0.7161782953143121,0.015538029320418104,0.03361444414711091,1.0,importer
20260511_090921,13,baseline,0.4,12,6.249999999999999,0.7161782953143121,0.0010668606589679319,0.0023080100631875044,1.0,importer
20260511_090921,13,high,0.6,1,2.7777777777777777,1.611401164457202,0.08681315354988672,0.15614418402947672,1.0,importer
20260511_090921,13,high,0.6,2,2.7777777777777777,1.611401164457202,0.16004289491319368,0.2878569227597023,1.0,importer
