run_id,profile_id,sobol_index,prior_mode,family,subtype,g_NR,g_PAE,g_TE,g_AEO,g_ACC,g_EXT,g_CIRC,h_R,h_C,r,beta,fx_debt_service_share,alpha_R_EUR,alpha_R_USD,alpha_C_EUR,alpha_C_USD,alpha_D_EUR,alpha_D_USD,c,lambda,sigma_Q,rho,f,target_prior_family_share,accepted_sample_family_share,sampling_weight
20260511_090921,22,101045,nominal,importer,0001111,0,0,0,1,1,1,1,0.05458869002200663,0.6167293502483517,0.19169294560328126,0.8120885559283197,0.058184051502496004,0.2994046123698354,0.7005953876301646,0.7685194892808795,0.23148051071912046,0.315345255471766,0.684654744528234,4.268221139907837,0.4646203590109945,0.3435360262159259,-0.2757992595434189,0.1312589343637228,0.35,0.35,1.0
20260511_090921,23,101046,nominal,importer,0001001,0,0,0,1,0,0,1,0.006228686258196831,0.8032328214962036,0.030828919820487497,0.8555464085116983,0.043091993518173694,0.49823708739131695,0.5017629126086831,0.46325083514675497,0.536749164853245,0.4224790314212442,0.5775209685787558,3.821262109093368,0.55,0.44039361367225655,-0.12652045860886574,0.6646697707474232,0.35,0.35,1.0
20260511_090921,24,101047,nominal,importer,0001000,0,0,0,1,0,0,0,0.12661737617477775,0.4636555622797459,0.1512492628954351,0.7803518326878548,0.010347674544900655,0.5206035053357483,0.4793964946642517,0.596224850229919,0.403775149770081,0.7753392701968551,0.2246607298031449,1.9825658611953259,0.2868893991522491,0.20246475269533695,0.1989156888797879,0.2872933648526669,0.35,0.35,1.0
20260511_090921,25,101048,nominal,importer,0001101,0,0,0,1,1,0,1,0.12791224792040884,0.6974005613010377,0.043865400729700924,0.8103726157844067,0.031929391287267204,0.6245580762624741,0.37544192373752594,0.4106815543025732,0.5893184456974268,0.5314720867201687,0.46852791327983134,2.0254843700677156,0.5458915446586907,0.16513155629374085,0.2715434331446886,0.14852912165224552,0.35,0.35,1.0
20260511_090921,26,101049,nominal,importer,0000100,0,0,0,0,1,0,0,0.01737932930700481,0.5038957167882472,0.1384314061049372,0.8895211698487402,0.004635264258831739,0.3565924718976021,0.6434075281023979,0.7933172804303468,0.20668271956965323,0.29136361349374057,0.7086363865062595,5.18640420306474,0.3141061661541462,0.4045112873077393,-0.04451541099697354,0.5024039406329394,0.35,0.35,1.0
20260511_090921,27,101050,nominal,importer,0000101,0,0,0,0,1,0,1,0.0463771085254848,0.851545142242685,0.08381736068986356,0.7713346763513982,0.022749308198690414,0.2551399912685156,0.7448600087314844,0.42671093456447123,0.5732890654355287,0.3713977443054319,0.6286022556945681,4.186118079349399,0.38968085268139846,0.3229700038675219,-0.19373986590653658,0.3016682729125023,0.35,0.35,1.0
20260511_090921,28,101051,nominal,importer,0001100,0,0,0,1,1,0,0,0.08253598263859749,0.38304114802740513,0.18315760974772274,0.8420417758561671,0.05881149748340249,0.7260598402470351,0.27394015975296493,0.5595144775696099,0.4404855224303901,0.7313716707751157,0.26862832922488433,1.7220800081267953,0.5123578022308648,0.08,0.12081309221684933,0.6462229430675506,0.35,0.35,1.0
20260511_090921,29,101052,nominal,importer,0001001,0,0,0,1,0,0,1,0.11581851713731885,0.7827402370981873,0.1272984357457608,0.8288233196754009,0.04940673256292939,0.547331726551056,0.452668273448944,0.5257082154974342,0.4742917845025658,0.46248458288609984,0.5375154171139002,3.411448050290346,0.28897956283017995,0.2577009832881391,0.021921483613550674,0.3636682126671076,0.35,0.35,1.0
20260511_090921,30,101053,nominal,importer,0000110,0,0,0,0,1,1,0,0.0696283059194684,0.45198873821645974,0.05468670674599707,0.7585658891592175,0.02915404450893402,0.43383375257253654,0.5661662474274635,0.6587595052085817,0.34124049479141827,0.6603323139250279,0.3396676860749721,1.2601776225492358,0.541,0.13816435113213957,-0.2449209004640579,0.5862735051661729,0.35,0.35,1.0
20260511_090921,31,101054,nominal,importer,0000001,0,0,0,0,0,0,1,0.021300324099138377,0.6285874441266059,0.17306080072186888,0.8653805484529584,0.014039114546030759,0.32790098153054714,0.6720990184694529,0.3231554275378585,0.6768445724621415,0.6024196125566961,0.39758038744330393,2.5251910015940666,0.4468373108282686,0.2452003570251167,-0.09411788955330849,0.218951915204525,0.35,0.35,1.0
20260511_090921,32,101055,nominal,importer,0001110,0,0,0,1,1,1,0,0.1430433201547712,0.5728347015567123,0.09426628415472806,0.7854913258384913,0.04952556961029768,0.6532884608954193,0.34671153910458075,0.7060388407669962,0.2939611592330038,0.2003314282745123,0.7996685717254877,5.998953579925001,0.4175139156095684,0.37358040299378337,0.17121860850602388,0.43227382302284245,0.35,0.35,1.0
20260511_090921,33,101056,nominal,importer,0001001,0,0,0,1,0,0,1,0.14464126126281918,0.7761938600800932,0.06966467574238777,0.780835221933201,0.019400983918458223,0.7429901927709581,0.2570098072290419,0.3613118982873857,0.6386881017126143,0.27720215171575546,0.7227978482842445,1.1082150619477034,0.4465592723265291,0.30984434750154616,-0.056854818016290665,0.2400417799130082,0.35,0.35,1.0
20260511_090921,34,101057,nominal,importer,0001000,0,0,0,1,0,0,0,0.02541870697773993,0.4193956298753619,0.1230185947753489,0.8561799277011306,0.047163010016083716,0.2383056953549385,0.7616943046450615,0.7284291407093406,0.2715708592906594,0.526717670634389,0.473282329365611,3.6441296050325036,0.38336512477323414,0.08,0.2845414029434323,0.41118641588836913,0.35,0.35,1.0
20260511_090921,35,101058,nominal,importer,0000000,0,0,0,0,0,0,0,0.06777530238032341,0.6564125921577215,0.11388245906680823,0.8194706955458969,0.044044343288987875,0.3618545021861792,0.6381454978138208,0.5015324882231653,0.4984675117768347,0.7360977549105883,0.26390224508941174,5.638940365985036,0.27535394532606006,0.18565504932776095,0.1340357819572091,0.3847602879628539,0.35,0.35,1.0
20260511_090921,36,101059,nominal,importer,0001111,0,0,0,1,1,1,1,0.11736954082176089,0.5746153474785387,0.16412228560075165,0.8897751664202661,0.019516201324760913,0.6194929581135512,0.3805070418864488,0.6184819733723999,0.38151802662760015,0.3855491802096367,0.6144508197903633,2.7999075846746564,0.55,0.42133739163987344,-0.2064493328332901,0.5651884516701102,0.35,0.35,1.0
20260511_090921,37,101060,nominal,importer,0001101,0,0,0,1,1,0,1,0.0856176703646779,0.7249572202097625,0.15608587041497232,0.8748776515871287,0.0019200578704476356,0.6657648444175721,0.3342351555824279,0.4647874009795487,0.5352125990204513,0.6555967012420297,0.34440329875797027,4.331311948597431,0.38823916462063796,0.20548607216663659,-0.2314790116623044,0.32276149932295084,0.35,0.35,1.0
20260511_090921,38,101061,nominal,importer,0000010,0,0,0,0,0,1,0,0.043561065662652255,0.5059448518324643,0.03694955507293343,0.8041420748457313,0.04664051535353064,0.31554826349020004,0.6844517365098,0.5819849904626608,0.41801500953733917,0.4483419245108963,0.5516580754891037,2.805045618675649,0.44337280400469903,0.37826845238357787,0.00913824699819088,0.6251367518678307,0.35,0.35,1.0
20260511_090921,39,101062,nominal,importer,0000110,0,0,0,0,1,1,0,0.01455527893267572,0.8447301449719817,0.1948249962553382,0.8379362675361335,0.06,0.4346142049878836,0.5653857950121164,0.38609015913680195,0.613909840863198,0.21450123842805624,0.7854987615719438,2.0651964880526066,0.5220904043503106,0.29371319165118037,0.15866009183228014,0.1696201240643859,0.35,0.35,1.0
20260511_090921,40,101063,nominal,importer,0001011,0,0,0,1,0,1,1,0.13105688150413333,0.35071665993891654,0.08286755716428161,0.758814172346145,0.04080572827532887,0.546720577403903,0.453279422596097,0.7534556847065688,0.24654431529343124,0.6071640709415078,0.3928359290584922,3.9139549685642123,0.3331875083744526,0.15567837548106905,-0.08104606065899134,0.4813153823837638,0.35,0.35,1.0
20260511_090921,41,101064,nominal,importer,0000001,0,0,0,0,0,0,1,0.11756487200036644,0.6701282439287752,0.18799431922845544,0.7895249267108738,0.052260625362396236,0.6078148441389204,0.3921851558610796,0.43899898063391446,0.5610010193660855,0.7008197711780668,0.2991802288219332,4.613700431771576,0.5383644815161824,0.16754014091342687,-0.013048890978097916,0.6857548387721181,0.35,0.35,1.0
20260511_090921,42,101065,nominal,importer,0001110,0,0,0,1,1,1,0,0.008997237257659435,0.5972217346075922,0.08993809663690627,0.8602665898315609,0.02817835247889161,0.41083919424563653,0.5891608057543635,0.5560237138532103,0.44397628614678974,0.49582631569355734,0.5041736843064426,2.462232330814004,0.2837625657133758,0.29591471204645936,0.2360299872234463,0.2662013040855527,0.35,0.35,1.0
20260511_090921,43,101066,nominal,importer,0001010,0,0,0,1,0,1,0,0.05731260347552597,0.8264319494832307,0.14156351818703117,0.7511641129776836,0.025082589916884897,0.229622464440763,0.770377535559237,0.42379354517906903,0.5762064548209309,0.2419173059985042,0.7580826940014957,1.6298362696543336,0.39899256668612365,0.3992152807012201,0.08645376954227685,0.5390427587553859,0.35,0.35,1.0
20260511_090921,44,101067,nominal,importer,0000111,0,0,0,0,1,1,1,0.09033439024351538,0.4785264215897769,0.05102598507888615,0.8302741315215826,0.052352970790117984,0.7890738433226945,0.21092615667730552,0.7909556969068945,0.2090443030931055,0.6370062457397581,0.36299375426024194,4.103343507274985,0.46584353644400844,0.2759837705213577,-0.16353618800640105,0.11016909312456846,0.35,0.35,1.0
20260511_090921,45,101068,nominal,importer,0000101,0,0,0,0,1,0,1,0.09600412384606898,0.8953710162080825,0.10142711105756462,0.8460741605143994,0.030949120502918957,0.5353457497432829,0.46465425025671714,0.3235717762261629,0.676428223773837,0.32946559563279154,0.6705344043672085,1.0,0.3353143780827523,0.4301687997113913,-0.2978110598400235,0.4683278592303395,0.35,0.35,1.0
20260511_090921,46,101069,nominal,importer,0001100,0,0,0,1,1,0,0,0.07067675375752151,0.40971325524151325,0.17619315409101546,0.7662219333853573,0.007486411593854427,0.4833162458613515,0.5166837541386484,0.6909820322878659,0.3090179677121341,0.567198308929801,0.43280169107019895,3.8485105000436306,0.5338752406723798,0.1774375038661063,0.07080135606229304,0.1800047980621457,0.35,0.35,1.0
20260511_090921,47,101070,nominal,importer,0001101,0,0,0,1,1,0,1,0.04170305099710822,0.7390757521614433,0.06080703928135335,0.8821183216217906,0.02558311739936471,0.3071477195248008,0.6928522804751992,0.5272536847740412,0.4727463152259588,0.7705724980682136,0.2294275019317864,5.406413978897035,0.5246263188011945,0.1106864916484803,0.22121598310768603,0.6240487216040491,0.35,0.35,1.0
20260511_090921,48,101071,nominal,importer,0000100,0,0,0,0,1,0,0,0.14141125939786434,0.5284168786369264,0.13213474054820837,0.8118245013523847,0.05785588905215263,0.7115452444180848,0.28845475558191525,0.6445267011411489,0.35547329885885115,0.40836930051445963,0.5916306994855404,2.942712292075157,0.3681472128033638,0.3500611117132008,-0.14830751214176416,0.3264422936365008,0.35,0.35,1.0
20260511_090921,49,101072,nominal,importer,0001110,0,0,0,1,1,1,0,0.15,0.7542680546641349,0.08816604525782168,0.8380968588329852,0.02138586903735995,0.4752988325431943,0.5247011674568056,0.7158288664184511,0.2841711335815489,0.7946158699691297,0.2053841300308703,2.281788442283869,0.477755368679762,0.3414093149837107,-0.2598427411168814,0.5108747936785221,0.35,0.35,1.0
20260511_090921,50,101073,nominal,importer,0000001,0,0,0,0,0,0,1,0.028455238323658705,0.5438316804356873,0.1789123898278922,0.7679507969878614,0.042178595177829264,0.5058683844283224,0.4941316155716776,0.33290417697280644,0.6670958230271935,0.401902685686946,0.598097314313054,4.75555884372443,0.358544037360698,0.12197780135795475,0.03742947634309529,0.1381950430572033,0.35,0.35,1.0
20260511_090921,51,101074,nominal,importer,0000111,0,0,0,0,1,1,1,0.05749306376092136,0.87619657991454,0.04227611226029694,0.8747089432552457,0.057264560524374244,0.7058669408783318,0.2941330591216682,0.6372537097893656,0.3627462902106344,0.33593105487525465,0.6640689451247453,3.996156819164753,0.34562621118500836,0.22904610594175753,0.1867632267996669,0.6576784174889325,0.35,0.35,1.0
20260511_090921,52,101075,nominal,importer,0001010,0,0,0,1,0,1,0,0.1089200913850218,0.390761055983603,0.140123513257131,0.7950044834911824,0.033296429336071014,0.2753219461068511,0.7246780538931489,0.5042527562007308,0.49574724379926915,0.5431537859141827,0.45684621408581727,1.844883336685598,0.5049642820060254,0.4462206846557558,-0.10907635577023028,0.29442867897450925,0.35,0.35,1.0
20260511_090921,53,101076,nominal,importer,0001100,0,0,0,1,1,0,0,0.09408543062768877,0.807500763842836,0.16942059130407872,0.8196483769845218,0.026951195150613783,0.3977634208276868,0.6022365791723132,0.6122311574406922,0.38776884255930777,0.2729509146884084,0.7270490853115916,4.020826252177358,0.4149739854112268,0.2230674601227045,-0.04772071894258262,0.5770017243921757,0.35,0.35,1.0
20260511_090921,54,101077,nominal,importer,0000101,0,0,0,0,1,0,1,0.05386161510832608,0.45931418701075016,0.09796967024914921,0.8989038561936469,0.054609823320060966,0.5833865405991674,0.4166134594008326,0.47947073839604853,0.5205292616039514,0.6235498411580921,0.3764501588419079,1.0,0.4402629921548069,0.3847420781198889,0.2753350362181663,0.37305487915873525,0.35,0.35,1.0
20260511_090921,55,101078,nominal,importer,0000100,0,0,0,0,1,0,0,0.005500436760485172,0.6855808440130204,0.12834525329060853,0.7806654451880604,0.036524745784699914,0.7783464780077338,0.22165352199226618,0.7523297217674554,0.24767027823254462,0.7142750425264239,0.28572495747357607,3.0320824068039656,0.55,0.30298782641291616,0.12464132085442542,0.42162875346839424,0.35,0.35,1.0
20260511_090921,56,101079,nominal,importer,0001100,0,0,0,1,1,0,0,0.1213434139676392,0.6123930234927684,0.05370241991244257,0.8515525600332767,3.968982025980949e-05,0.20285505112260582,0.7971449488773942,0.3696456264704466,0.6303543735295534,0.46479156929999593,0.535208430700004,5.693008870817721,0.32848980353027585,0.1501565395269543,-0.19698179941624402,0.22714839838445186,0.35,0.35,1.0
20260511_090921,57,101080,nominal,importer,0001000,0,0,0,1,0,0,0,0.13318621459789573,0.8644666012842208,0.11617783831432463,0.8774519054610284,0.03848725844174623,0.34260920882225043,0.6573907911777496,0.5747278017923236,0.42527219820767637,0.22092665676027537,0.7790733432397247,3.736534900031984,0.4987473123073578,0.11755987142659724,-0.2696642573922872,0.356368125975132,0.35,0.35,1.0
20260511_090921,58,101081,nominal,importer,0001001,0,0,0,1,0,0,1,0.018107583275064825,0.3701973180752247,0.06614941723644734,0.8026846178267152,0.014952164646238088,0.6761998221278192,0.32380017787218085,0.44177163830026983,0.5582283616997301,0.5831618955358864,0.4168381044641136,1.0,0.3357547081001103,0.26444220477938657,0.04258155282586812,0.5931366890668869,0.35,0.35,1.0
20260511_090921,59,101082,nominal,importer,0001111,0,0,0,1,1,1,1,0.047104178968816995,0.7103106775786727,0.16027502117678524,0.846237035041675,0.030073876574635505,0.5714424308389425,0.42855756916105747,0.7782876549288631,0.2217123450711369,0.6796000232920052,0.3203999767079948,2.9752964405342937,0.4044538558013738,0.374239527470246,0.193329649977386,0.21218061484396458,0.35,0.35,1.0
20260511_090921,60,101083,nominal,importer,0000000,0,0,0,0,0,0,0,0.08181112613528967,0.4910422487650067,0.10670968655496836,0.7753562747966498,0.05036215441301465,0.4473975729197264,0.5526024270802736,0.3954383327625692,0.6045616672374308,0.4419176662340761,0.558082333765924,5.511635657399893,0.4600072205066681,0.2325044880062342,-0.12034883983433245,0.43948256261646745,0.35,0.35,1.0
20260511_090921,61,101084,nominal,importer,0000011,0,0,0,0,0,1,1,0.10454569822177291,0.6414889754727483,0.03506930576637387,0.7509920418262481,0.06,0.2698390632867813,0.7301609367132187,0.6897884208709002,0.3102115791290998,0.749595355987549,0.250404644012451,2.200932332314551,0.2678990497663617,0.4311833778224886,-0.022404331527650367,0.12264132648706437,0.35,0.35,1.0
20260511_090921,62,101085,nominal,importer,0001101,0,0,0,1,1,0,1,0.08090348853170871,0.5600066031329334,0.1469061190634966,0.8211490582600236,0.023728620037436483,0.7489620462059976,0.2510379537940024,0.3071796332485974,0.6928203667514026,0.3544743750244379,0.6455256249755621,4.5494276490062475,0.55,0.15994855407141148,0.24531251639127732,0.5281426519155502,0.35,0.35,1.0
20260511_090921,63,101086,nominal,importer,0001011,0,0,0,1,0,1,1,0.032574394712224605,0.7956367199309171,0.07401982186362147,0.7897003226839007,0.01760602208599448,0.6486779358237982,0.3513220641762018,0.6747051004320384,0.32529489956796165,0.3082780990749598,0.6917219009250402,3.736545962281525,0.4475465946607292,0.10871588944122196,0.09606976881623269,0.27598410882055757,0.35,0.35,1.0
20260511_090921,64,101087,nominal,importer,0000110,0,0,0,0,1,1,0,0.13177160653285683,0.43915309980511663,0.19327675286680462,0.8693975650705397,0.04483342961221934,0.37016544751822955,0.6298345524817704,0.5419895310886205,0.45801046891137953,0.5132211983203889,0.4867788016796111,2.2100850138813257,0.41260191012173897,0.3406982731040567,-0.17307975869625805,0.6720555830746888,0.35,0.35,1.0
20260511_090921,65,101088,nominal,importer,0001100,0,0,0,1,1,0,0,0.13948312452435493,0.8435967506375164,0.08004150725901127,0.8039267978556455,0.047447942476719615,0.2140197601169348,0.7859802398830652,0.4592865465208888,0.5407134534791112,0.539025971852243,0.460974028147757,3.3066695546731353,0.4763324321322144,0.09530808721408247,0.11568268239498136,0.20468872226774693,0.35,0.35,1.0
20260511_090921,66,101089,nominal,importer,0000101,0,0,0,0,1,0,1,0.027225009631365538,0.3578922724816948,0.1979729129560292,0.8830763633362949,0.019112861417233944,0.7673187594860793,0.2326812405139207,0.5923685326240957,0.4076314673759043,0.3387246320024133,0.6612753679975867,5.155391871929169,0.425743107624352,0.3480279950704426,-0.1886552771553397,0.44613678343594076,0.35,0.35,1.0
20260511_090921,67,101090,nominal,importer,0000100,0,0,0,0,1,0,0,0.07322755227796733,0.7227499369997532,0.03975490305572748,0.7742638600990176,0.008286356125026942,0.5922166794538499,0.4077833205461501,0.38158112596720456,0.6184188740327954,0.3990178475156427,0.6009821524843573,3.5922779319807887,0.27808666450530295,0.4264091046921909,-0.03788358103483913,0.3580132678151131,0.35,0.35,1.0
20260511_090921,68,101091,nominal,importer,0001101,0,0,0,1,1,0,1,0.10985964014567436,0.5120464402716607,0.15291725305840376,0.8449719665497541,0.043278294056653975,0.38908872157335284,0.6109112784266472,0.7648005305789412,0.23519946942105885,0.798798898421228,0.20120110157877202,1.0660524778068066,0.55,0.18704621996246276,0.2649573348462581,0.5899946957826614,0.35,0.35,1.0
20260511_090921,69,101092,nominal,importer,0001110,0,0,0,1,1,1,0,0.0860986101385206,0.6537861553020775,0.16629725374281407,0.8223786411266775,0.04587447237968445,0.2865691062062979,0.7134308937937022,0.3521643105894327,0.6478356894105672,0.46767655499279503,0.532323445007205,4.380413078702986,0.3809107652790845,0.39538779875375335,0.17777723874896761,0.26964699663221836,0.35,0.35,1.0
20260511_090921,70,101093,nominal,importer,0000001,0,0,0,0,0,0,1,0.040454854862764476,0.5808675348758697,0.11140639381483197,0.7521199421491473,0.0026902064122259614,0.6947751890867949,0.3052248109132051,0.7346471508033574,0.2653528491966426,0.7100921526551247,0.2899078473448753,1.541344916447997,0.4834773460030556,0.26702477549910547,-0.10077718310058117,0.6798255313187838,0.35,0.35,1.0
20260511_090921,71,101094,nominal,importer,0000111,0,0,0,0,1,1,1,0.013782514818012714,0.7746414432302118,0.12086434755474329,0.868310863757506,0.04051759772747755,0.5147625207901001,0.4852374792098999,0.4933462042361498,0.5066537957638502,0.6276775076985359,0.3723224923014641,2.3691813619807363,0.5210965576767922,0.170729613000527,-0.24997802115976808,0.12547772675752641,0.35,0.35,1.0
